"","CODIGO_ENTIDAD","NOMBRE","TIPO_GESTION","ESTADO_LICENCIAMIENTO","PERIODO_LICENCIAMIENTO","CODIGO_FILIAL","NOMBRE_FILIAL","DEPARTAMENTO_FILIAL","PROVINCIA_FILIAL","CODIGO_LOCAL","DEPARTAMENTO_LOCAL","PROVINCIA_LOCAL","DISTRITO_LOCAL","LATITUD_UBICACION","LONGITUD_UBICACION","TIPO_AUTORIZACION_LOCAL","DENOMINACION_PROGRAMA","TIPO_NIVEL_ACADEMICO","NIVEL_ACADEMICO","CODIGO_CLASE_PROGRAMA_N2","NOMBRE_CLASE_PROGRAMA_N2","TIPO_AUTORIZACION_PROGRAMA","TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"2243","029","UNIVERSIDAD DE PIURA","PRIVADO","LICENCIA OTORGADA",8,"S","UDEP-PIURA","PIURA","PIURA","SL01","PIURA","PIURA","PIURA",-5.1766923,-80.6346434,"AUTORIZADO POR LIC.","MAESTRÍA EN INGENIERÍA MECÁNICO-ELÉCTRICA CON MENCIÓN EN SISTEMAS ELÉCTRICOS Y AUTOMATIZACIÓN INDUSTRIAL","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2244","008","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","PRIVADO","LICENCIA OTORGADA",10,"S","PUCP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SAN MIGUEL",-12.0693438,-77.080122,"AUTORIZADO POR LIC.","ANTROPOLOGÍA","POSGRADO","DOCTORADO",22,"HUMANIDADES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2245","019","UNIVERSIDAD DE SAN MARTÍN DE PORRES","PRIVADO","LICENCIA OTORGADA",6,"S","USMP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SANTA ANITA",-12.045948,-76.9681914,"AUTORIZADO POR LIC.","CONTABILIDAD Y FINANZAS","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2246","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F02","UPN-LIMA","LIMA","LIMA","F02L01","LIMA","LIMA","LOS OLIVOS",-11.9646093,-77.0675632,"AUTORIZADO POR LIC.","MAESTRÍA EJECUTIVA EN ADMINISTRACIÓN DE EMPRESAS","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2247","064A","UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F01","UPSJB-ICA","ICA","ICA","F01L04","ICA","ICA","SAN JUAN BAUTISTA",-14.02152959,-75.74328482,"AUTORIZADO POR LIC.","TURISMO, HOTELERÍA Y GASTRONOMÍA","PREGRADO","CARRERA PROFESIONAL",1,"SERVICIOS PERSONALES","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2248","019","UNIVERSIDAD DE SAN MARTÍN DE PORRES","PRIVADO","LICENCIA OTORGADA",6,"S","USMP-LIMA","LIMA","LIMA","SL06","LIMA","LIMA","SURQUILLO",-12.1052364,-77.0177466,"AUTORIZADO POR LIC.","MARKETING TURÍSTICO Y HOTELERO","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2249","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F02","UPN-LIMA","LIMA","LIMA","F02L02","LIMA","LIMA","LIMA",-12.0582506,-77.0586501,"AUTORIZADO POR LIC.","COMUNICACIÓN","PREGRADO","CARRERA PROFESIONAL",32,"PERIODISMO E INFORMACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2250","005","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNSA-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4027681,-71.5255001,"AUTORIZADO POR LIC.","MEDICINA DE EMERGENCIAS Y DESASTRES","POSGRADO","SEGUNDA ESPECIALIDAD",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2251","069","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO","PRIVADO","LICENCIA OTORGADA",6,"S","UCSTM-LAMBAYEQUE","LAMBAYEQUE","CHICLAYO","SL01","LAMBAYEQUE","CHICLAYO","CHICLAYO",-6.760456,-79.863203,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN EDUCACIÓN: AUDITORÍA DEL DESARROLLO INSTITUCIONAL EN EDUCACIÓN","POSGRADO","SEGUNDA ESPECIALIDAD",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2252","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F02","UPN-LIMA","LIMA","LIMA","F02L02","LIMA","LIMA","LIMA",-12.0582506,-77.0586501,"AUTORIZADO POR LIC.","ADMINISTRACIÓN Y GESTIÓN PÚBLICA","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2253","007","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNALM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LA MOLINA",-12.0817493,-76.9431895,"AUTORIZADO POR LIC.","AGRONEGOCIOS","POSGRADO","MAESTRÍA",81,"AGRICULTURA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2254","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LICENCIA OTORGADA",6,"S01","URP-LIMA","LIMA","LIMA","S01L01","LIMA","LIMA","SANTIAGO DE SURCO",-12.1318458,-76.9796463,"AUTORIZADO POR LIC.","ESPECIALIDAD: MEDICINA ONCOLÓGICA","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2255","080","UNIVERSIDAD ANTONIO RUIZ DE MONTOYA","PRIVADO","LICENCIA OTORGADA",6,"S","UARM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","PUEBLO LIBRE",-12.0701464,-77.0586948,"AUTORIZADO POR LIC.","MAESTRÍA EN BIOÉTICA","POSGRADO","MAESTRÍA",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2256","008","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","PRIVADO","LICENCIA OTORGADA",10,"S","PUCP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SAN MIGUEL",-12.0693438,-77.080122,"AUTORIZADO POR LIC.","MATEMÁTICAS APLICADAS","POSGRADO","MAESTRÍA",54,"MATEMÁTICAS Y ESTADÍSTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2257","030","UNIVERSIDAD RICARDO PALMA","PRIVADO","LICENCIA OTORGADA",6,"S01","URP-LIMA","LIMA","LIMA","S01L01","LIMA","LIMA","SANTIAGO DE SURCO",-12.1318458,-76.9796463,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN GESTIÓN EDUCATIVA","POSGRADO","SEGUNDA ESPECIALIDAD",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2258","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","LIMA",-12.0672473,-77.03584406,"AUTORIZADO POR LIC.","INGENIERÍA DE DISEÑO GRÁFICO","PREGRADO","CARRERA PROFESIONAL",21,"ARTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2259","011","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNAP-LORETO","LORETO","MAYNAS","SL08","LORETO","MAYNAS","IQUITOS",-3.7527575,-73.2699785,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN TRAUMATOLOGÍA Y ORTOPEDIA","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2260","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UPN-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.0998876,-79.0190587,"AUTORIZADO POR LIC.","ADMINISTRACIÓN Y MARKETING","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2261","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F03","UPCV-SAN MARTÍN","SAN MARTÍN","SAN MARTÍN","F03L01","SAN MARTÍN","SAN MARTÍN","CACATACHI",-6.5551971,-76.336423,"AUTORIZADO POR LIC.","MAESTRÍA EN GESTIÓN PÚBLICA","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2262","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.13402606,-77.02627908,"AUTORIZADO POR LIC.","EMERGENCIAS PEDIÁTRICAS","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2263","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA MOLINA",-12.0695303,-76.9685595,"AUTORIZADO POR LIC.","MEDICINA FÍSICA Y DE REHABILITACIÓN","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2264","003","UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNSAAC-CUSCO","CUSCO","CUSCO","SL01","CUSCO","CUSCO","CUSCO",-13.52193,-71.9583208,"AUTORIZADO POR LIC.","EDUCACIÓN SECUNDARIA ESPECIALIDAD EDUCACIÓN FÍSICA","PREGRADO","CARRERA PROFESIONAL",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2265","015","UNIVERSIDAD CATÓLICA DE SANTA MARÍA","PRIVADO","LICENCIA OTORGADA",6,"S","UCSM-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4061786,-71.5476298,"AUTORIZADO POR LIC.","ORTOPEDIA Y TRAUMATOLOGÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2266","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL14","LIMA","LIMA","LIMA",-12.0668566,-77.0352991,"AUTORIZADO POR LIC.","INGENIERÍA CIVIL","PREGRADO","CARRERA PROFESIONAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2267","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","SAN ISIDRO",-12.091066,-77.052041,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN CUIDADO ENFERMERO EN GASTROENTEROLOGÍA, ENDOSCOPÍA Y PROCEDIMIENTOS ESPECIALES","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2268","013","UNIVERSIDAD NACIONAL DE PIURA","PÚBLICO","LICENCIA OTORGADA",6,"S","UNP-PIURA","PIURA","PIURA","SL01","PIURA","PIURA","CASTILLA",-5.179311,-80.6188325,"AUTORIZADO POR LIC.","OBSTETRICIA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2269","051","UNIVERSIDAD NACIONAL DE HUANCAVELICA","PÚBLICO","LICENCIA OTORGADA",6,"F03","UNH-HUANCAVELICA","HUANCAVELICA","ANGARAES","F03L01","HUANCAVELICA","ANGARAES","LIRCAY",-12.9882592,-74.7197479,"AUTORIZADO POR LIC.","INGENIERÍA DE MINAS","PREGRADO","CARRERA PROFESIONAL",72,"INDUSTRIA Y PRODUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2270","033","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO","PÚBLICO","LICENCIA OTORGADA",6,"S","UNSAM-ÁNCASH","ÁNCASH","HUARAZ","SL04","ÁNCASH","HUARAZ","HUARAZ",-9.537001434,-77.52841687,"AUTORIZADO POR LIC.","MAESTRÍA EN CIENCIAS ECONÓMICAS CON MENCIÓN EN AUDITORÍA Y CONTROL DE GESTIÓN","POSGRADO","MAESTRÍA",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2271","035","UNIVERSIDAD NACIONAL DE UCAYALI","PÚBLICO","LICENCIA OTORGADA",6,"S","UNU-UCAYALI","UCAYALI","CORONEL PORTILLO","SL01","UCAYALI","CORONEL PORTILLO","CALLERIA",-8.3948987,-74.5776093,"AUTORIZADO POR LIC.","MAESTRÍA EN GESTIÓN EMPRESARIAL CON MENCIÓN EN GESTIÓN DE NEGOCIOS INTERNACIONALES Y COMERCIO EXTERIOR","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2272","011","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNAP-LORETO","LORETO","MAYNAS","SL05","LORETO","MAYNAS","IQUITOS",-3.748960312,-73.24914137,"AUTORIZADO POR LIC.","EDUCACIÓN SECUNDARIA, CON ESPECIALIDAD EN IDIOMAS EXTRANJEROS CON MENCIÓN EN INGLÉS - PORTUGUÉS","PREGRADO","CARRERA PROFESIONAL",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2273","005","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA","PÚBLICO","LICENCIA OTORGADA",10,"S","UNSA-AREQUIPA","AREQUIPA","AREQUIPA","SL01","AREQUIPA","AREQUIPA","AREQUIPA",-16.4027681,-71.5255001,"AUTORIZADO POR LIC.","INGENIERÍA DE PRODUCCIÓN","POSGRADO","SEGUNDA ESPECIALIDAD",72,"INDUSTRIA Y PRODUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2274","038","UNIVERSIDAD PERUANA UNIÓN","PRIVADO","LICENCIA OTORGADA",6,"S","UPeU-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LURIGANCHO",-11.989087,-76.839662,"AUTORIZADO POR LIC.","EDUCACIÓN INICIAL Y PUERICULTURA","PREGRADO","CARRERA PROFESIONAL",11,"EDUCACIÓN INICIAL Y PRIMARIA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2275","001","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PÚBLICO","LICENCIA OTORGADA",10,"S","UNMSM-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA VICTORIA",-12.0579394,-77.0229596,"AUTORIZADO POR LIC.","MAESTRÍA PROFESIONAL EN GESTIÓN EN SISTEMAS DE EMERGENCIAS MÉDICAS PRE HOSPITALARIAS, DESASTRES Y RESCATE AÉREO","POSGRADO","MAESTRÍA",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2276","029","UNIVERSIDAD DE PIURA","PRIVADO","LICENCIA OTORGADA",8,"S","UDEP-PIURA","PIURA","PIURA","SL01","PIURA","PIURA","PIURA",-5.1766923,-80.6346434,"AUTORIZADO POR LIC.","MAESTRÍA EN MARKETING","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2277","067A","UNIVERSIDAD CONTINENTAL S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCONTINENTAL-JUNÍN","JUNÍN","HUANCAYO","SL01","JUNÍN","HUANCAYO","HUANCAYO",-12.0474789,-75.1990181,"AUTORIZADO POR LIC.","TECNOLOGÍA MÉDICA - ESPECIALIDAD EN LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2278","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LIMA",-12.0648091,-77.0363951,"AUTORIZADO POR LIC.","ARQUITECTURA","PREGRADO","CARRERA PROFESIONAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2279","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","SAN MARTÍN DE PORRES",-12.0239471,-77.0564991,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN NEFROLOGÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2280","019","UNIVERSIDAD DE SAN MARTÍN DE PORRES","PRIVADO","LICENCIA OTORGADA",6,"S","USMP-LIMA","LIMA","LIMA","SL06","LIMA","LIMA","SURQUILLO",-12.1052364,-77.0177466,"AUTORIZADO POR LIC.","RELACIONES PÚBLICAS (VIRTUAL: SEMIPRESENCIAL)","POSGRADO","DOCTORADO",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2281","055","UNIVERSIDAD PRIVADA DEL NORTE S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UPN-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.0998876,-79.0190587,"AUTORIZADO POR LIC.","ARQUITECTURA Y URBANISMO","PREGRADO","CARRERA PROFESIONAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2282","007","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNALM-LIMA","LIMA","LIMA","SL01","LIMA","LIMA","LA MOLINA",-12.0817493,-76.9431895,"AUTORIZADO POR LIC.","RECURSOS HÍDRICOS","POSGRADO","DOCTORADO",52,"MEDIO AMBIENTE","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2283","003","UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNSAAC-CUSCO","CUSCO","CUSCO","SL01","CUSCO","CUSCO","CUSCO",-13.52193,-71.9583208,"AUTORIZADO POR LIC.","CIENCIAS ADMINISTRATIVAS","PREGRADO","CARRERA PROFESIONAL",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2284","004","UNIVERSIDAD NACIONAL DE TRUJILLO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNT-LA LIBERTAD","LA LIBERTAD","TRUJILLO","SL01","LA LIBERTAD","TRUJILLO","TRUJILLO",-8.1142716,-79.0383735,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN EPIDEMIOLOGÍA","POSGRADO","SEGUNDA ESPECIALIDAD",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2285","057","UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.","PRIVADO","LICENCIA OTORGADA",6,"S","USIL-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA MOLINA",-12.0734444,-76.9521089,"AUTORIZADO POR LIC.","DOCTORADO EN ADMINISTRACIÓN","POSGRADO","DOCTORADO",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2286","052A","UNIVERSIDAD CÉSAR VALLEJO S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F07","UPCV-SAN MARTÍN","SAN MARTÍN","MOYOBAMBA","F07L03","SAN MARTÍN","MOYOBAMBA","MOYOBAMBA",-6.032752051,-76.97476265,"AUTORIZADO POR LIC.","PSICOLOGÍA","PREGRADO","CARRERA PROFESIONAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2287","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.13402606,-77.02627908,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN GINECOLOGÍA ONCOLÓGICA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2288","003","UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO","PÚBLICO","LICENCIA OTORGADA",8,"S","UNSAAC-CUSCO","CUSCO","CUSCO","SL01","CUSCO","CUSCO","CUSCO",-13.52193,-71.9583208,"AUTORIZADO POR LIC.","ODONTOLOGÍA","PREGRADO","CARRERA PROFESIONAL",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2289","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA MOLINA",-12.0695303,-76.9685595,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN DIDÁCTICA DE LA LECTURA Y ESCRITURA","POSGRADO","SEGUNDA ESPECIALIDAD",19,"OTROS PROGRAMAS EN EDUCACIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2290","034","UNIVERSIDAD NACIONAL DE SAN MARTÍN","PÚBLICO","LICENCIA OTORGADA",6,"S","UNSM-SAN MARTÍN","SAN MARTÍN","SAN MARTÍN","SL02","SAN MARTÍN","SAN MARTÍN","MORALES",-6.484769492,-76.37760713,"AUTORIZADO POR LIC.","DOCTORADO EN GESTIÓN EMPRESARIAL","POSGRADO","DOCTORADO",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2291","011","UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA","PÚBLICO","LICENCIA OTORGADA",8,"S","UNAP-LORETO","LORETO","MAYNAS","SL12","LORETO","MAYNAS","IQUITOS",-3.7486377,-73.2485133,"AUTORIZADO POR LIC.","INGENIERÍA DE SISTEMAS E INFORMÁTICA","PREGRADO","CARRERA PROFESIONAL",61,"INFORMÁTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2292","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.1194134,-77.0261271,"AUTORIZADO POR LIC.","MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS - MBA","POSGRADO","MAESTRÍA",41,"ADMINISTRACIÓN Y COMERCIO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2293","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"F02","UTP-LAMBAYEQUE","LAMBAYEQUE","CHICLAYO","F02L01","LAMBAYEQUE","CHICLAYO","CHICLAYO",-6.7929064,-79.8644851,"AUTORIZADO POR LIC.","INGENIERÍA CIVIL","PREGRADO","CARRERA PROFESIONAL",73,"ARQUITECTURA Y CONSTRUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2294","014","UNIVERSIDAD PERUANA CAYETANO HEREDIA","PRIVADO","LICENCIA OTORGADA",10,"S","UPCH-LIMA","LIMA","LIMA","SL02","LIMA","LIMA","LA MOLINA",-12.0695303,-76.9685595,"AUTORIZADO POR LIC.","PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ADICCIONES CON ENFOQUE DE GÉNERO","POSGRADO","SEGUNDA ESPECIALIDAD",0,"NINGUNO","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2295","065","UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UTP-LIMA","LIMA","LIMA","SL03","LIMA","LIMA","LIMA",-12.0672473,-77.03584406,"AUTORIZADO POR LIC.","MAESTRÍA EN GERENCIA DE OPERACIONES Y LOGÍSTICA","POSGRADO","MAESTRÍA",72,"INDUSTRIA Y PRODUCCIÓN","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2296","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.1194134,-77.0261271,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN GASTROENTEROLOGÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2297","057","UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.","PRIVADO","LICENCIA OTORGADA",6,"S","USIL-LIMA","LIMA","LIMA","SL05","LIMA","LIMA","PACHACAMAC",-12.2359489,-76.8671627,"AUTORIZADO POR LIC.","INGENIERÍA DE SOFTWARE","PREGRADO","CARRERA PROFESIONAL",61,"INFORMÁTICA","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
"2298","068","UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.","PRIVADO","LICENCIA OTORGADA",6,"S","UCS-LIMA","LIMA","LIMA","SL04","LIMA","LIMA","MIRAFLORES",-12.1194134,-77.0261271,"AUTORIZADO POR LIC.","SEGUNDA ESPECIALIDAD EN ODONTOPEDIATRÍA","POSGRADO","SEGUNDA ESPECIALIDAD",91,"SALUD","RECONOCIDO POR LIC.","RECONOCIDO POR LIC."
